t,x,y,z
0.050, -10307.108, -2412.986, 747.070
0.050, -10301.525, -2411.739, 747.214
0.050, -10296.526, -2411.043, 747.276
0.050, -10292.035, -2411.092, 747.284
0.050, -10288.001, -2412.021, 747.266
0.050, -10284.311, -2413.904, 747.257
0.050, -10280.862, -2416.746, 747.301
0.050, -10277.538, -2420.508, 747.444
0.050, -10274.209, -2425.125, 747.730
0.050, -10270.740, -2430.510, 748.195
0.080, -10267.000, -2436.563, 748.871
0.050, -10261.329, -2445.578, 750.179
0.050, -10256.438, -2452.836, 751.502
0.050, -10250.925, -2460.419, 753.104
0.050, -10244.793, -2468.194, 754.953
0.050, -10238.079, -2476.018, 757.009
0.050, -10230.844, -2483.743, 759.227
0.050, -10223.181, -2491.201, 761.581
0.050, -10215.316, -2498.102, 764.114
0.050, -10207.537, -2504.089, 766.860
0.050, -10200.246, -2508.713, 769.767
0.050, -10193.738, -2511.619, 772.772
0.050, -10188.288, -2512.491, 775.770
0.050, -10184.094, -2511.127, 778.655
0.050, -10181.258, -2507.480, 781.349
0.050, -10179.775, -2501.677, 783.848
0.050, -10179.544, -2494.099, 786.241
0.050, -10180.347, -2485.293, 788.663
0.050, -10181.871, -2475.903, 791.257
0.050, -10183.740, -2466.622, 794.147
0.050, -10185.556, -2458.086, 797.438
0.050, -10186.918, -2450.679, 801.274
0.050, -10187.527, -2444.607, 805.729
0.050, -10187.237, -2439.945, 810.768
0.050, -10186.058, -2436.601, 816.302
0.050, -10184.137, -2434.365, 822.202
0.050, -10181.721, -2432.930, 828.320
0.057, -10179.101, -2431.976, 834.519
0.052, -10176.559, -2431.012, 840.868
0.050, -10174.622, -2429.721, 846.766
0.050, -10173.457, -2427.772, 852.306
0.050, -10173.235, -2424.957, 857.399
0.050, -10174.034, -2421.174, 861.996
0.050, -10175.854, -2416.521, 866.139
0.050, -10178.652, -2411.369, 869.954
0.050, -10182.325, -2406.148, 873.520
0.050, -10186.730, -2401.306, 876.855
0.050, -10191.709, -2397.276, 879.935
0.050, -10197.109, -2394.441, 882.706
0.050, -10202.807, -2393.103, 885.103
0.050, -10208.723, -2393.460, 887.068
0.050, -10214.825, -2395.599, 888.562
0.053, -10221.118, -2399.500, 889.568
0.050, -10228.012, -2405.442, 890.103
0.050, -10234.765, -2412.586, 890.174
0.050, -10241.752, -2421.023, 889.875
0.050, -10248.984, -2430.508, 889.249
0.051, -10256.603, -2440.964, 888.282
0.050, -10264.256, -2451.717, 886.891
0.050, -10271.995, -2462.673, 884.900
0.050, -10279.760, -2473.600, 882.160
0.050, -10287.518, -2484.318, 878.550
0.050, -10295.274, -2494.712, 873.986
0.050, -10303.038, -2504.649, 868.296
0.050, -10310.857, -2514.198, 861.781
0.050, -10318.772, -2523.231, 854.409
0.050, -10326.763, -2531.469, 846.447
0.050, -10334.733, -2538.455, 838.333
0.050, -10342.562, -2543.695, 830.566
0.050, -10350.106, -2546.748, 823.657
0.051, -10357.222, -2547.313, 818.052
0.050, -10363.890, -2545.195, 814.027
0.050, -10369.726, -2540.541, 811.919
0.050, -10374.743, -2533.514, 811.666
0.050, -10378.732, -2524.457, 812.739
0.050, -10381.705, -2513.649, 814.496
0.050, -10383.840, -2501.422, 816.580
0.050, -10385.320, -2488.239, 818.747
0.050, -10386.330, -2474.628, 820.837
0.050, -10387.046, -2461.111, 822.733
0.050, -10387.623, -2448.138, 824.335
0.050, -10388.188, -2436.039, 825.556
0.050, -10388.831, -2425.009, 826.323
0.050, -10389.608, -2415.101, 826.574
0.050, -10390.527, -2406.266, 826.134
0.050, -10391.568, -2398.374, 824.806
0.050, -10392.696, -2391.233, 822.458
0.050, -10393.871, -2384.607, 819.037
0.050, -10395.051, -2378.233, 814.572
0.050, -10396.175, -2371.828, 809.169
0.064, -10397.056, -2365.321, 803.197
0.055, -10397.308, -2356.125, 794.828
0.050, -10396.398, -2349.551, 789.534
0.051, -10394.117, -2343.246, 785.518
0.050, -10390.311, -2337.691, 783.327
0.050, -10384.958, -2333.216, 783.108
0.050, -10378.209, -2330.117, 784.390
0.050, -10370.414, -2328.663, 786.117
0.050, -10361.871, -2328.995, 787.573
0.050, -10352.844, -2330.948, 788.512
0.050, -10335.469, -2336.786, 790.097
0.050, -10328.240, -2339.053, 791.369
0.050, -10322.494, -2340.042, 793.189
0.050, -10318.346, -2339.433, 795.599
0.050, -10315.703, -2337.248, 798.606
0.050, -10314.271, -2333.781, 802.151
0.050, -10313.595, -2329.481, 806.111
0.050, -10313.139, -2324.878, 810.314
0.050, -10312.362, -2320.500, 814.569
0.050, -10310.794, -2316.804, 818.685
0.050, -10308.082, -2314.127, 822.501
0.050, -10304.023, -2312.667, 825.907
0.050, -10298.561, -2312.479, 828.848
0.050, -10291.772, -2313.503, 831.316
0.050, -10283.850, -2315.624, 833.357
0.062, -10273.726, -2319.387, 835.307
0.050, -10263.483, -2324.231, 836.910
0.050, -10254.130, -2329.630, 838.202
0.050, -10245.042, -2335.989, 839.341
0.050, -10236.474, -2343.321, 840.317
0.050, -10228.613, -2351.639, 841.106
0.050, -10221.559, -2360.986, 841.683
0.050, -10215.425, -2371.271, 842.024
0.050, -10210.182, -2382.516, 842.119
0.050, -10205.842, -2394.554, 841.963
0.050, -10202.339, -2407.301, 841.562
0.050, -10199.613, -2420.574, 840.853
0.050, -10197.600, -2434.124, 839.670
0.050, -10196.243, -2447.709, 837.853
0.050, -10195.501, -2461.119, 835.276
0.050, -10195.332, -2474.120, 831.904
0.050, -10195.664, -2486.378, 827.878
0.050, -10196.402, -2497.502, 823.495
0.050, -10197.450, -2507.125, 819.155
0.050, -10198.739, -2514.979, 815.290
0.050, -10200.245, -2520.947, 812.299
0.050, -10201.987, -2525.058, 810.490
0.050, -10204.025, -2527.471, 810.040
0.050, -10206.456, -2528.399, 810.786
0.050, -10209.288, -2528.126, 812.022
0.056, -10212.478, -2527.086, 813.325
0.060, -10217.301, -2525.136, 814.780
0.050, -10221.354, -2523.689, 815.591
0.050, -10225.824, -2522.501, 816.150
0.050, -10230.757, -2521.691, 816.493
0.050, -10236.084, -2521.309, 816.664
0.050, -10241.807, -2521.319, 816.709
0.050, -10247.879, -2521.630, 816.666
0.050, -10254.216, -2522.136, 816.586
0.050, -10260.689, -2522.756, 816.554
0.050, -10267.081, -2523.400, 816.637
0.050, -10273.238, -2523.991, 816.884
0.050, -10278.979, -2524.466, 817.327
0.050, -10284.148, -2524.789, 817.978
0.050, -10288.618, -2524.952, 818.836
0.050, -10292.308, -2524.968, 819.879
0.050, -10295.179, -2524.871, 821.079
0.050, -10297.244, -2524.703, 822.398
0.050, -10298.558, -2524.511, 823.798
0.050, -10299.210, -2524.329, 825.240
0.050, -10299.313, -2524.168, 826.684
0.050, -10298.992, -2524.018, 828.091
0.050, -10298.367, -2523.843, 829.426
0.050, -10297.541, -2523.579, 830.650
0.050, -10296.596, -2523.145, 831.728
0.050, -10295.583, -2522.444, 832.626
0.050, -10294.528, -2521.377, 833.314
0.056, -10293.427, -2519.806, 833.743
0.050, -10292.267, -2517.745, 833.956
0.050, -10291.014, -2515.079, 833.927
0.050, -10289.647, -2511.790, 833.673
0.050, -10288.149, -2507.897, 833.223
0.050, -10286.515, -2503.451, 832.607
0.050, -10284.748, -2498.531, 831.806
0.050, -10282.862, -2493.250, 830.799
0.050, -10280.881, -2487.753, 829.586
0.050, -10278.840, -2482.199, 828.194
0.050, -10276.774, -2476.752, 826.670
0.050, -10274.726, -2471.560, 825.080
0.050, -10272.740, -2466.738, 823.499
0.050, -10270.863, -2462.354, 822.000
0.050, -10269.141, -2458.418, 820.654
0.050, -10267.624, -2454.880, 819.519
0.050, -10266.358, -2451.631, 818.631
0.050, -10265.387, -2448.499, 817.995
0.050, -10264.772, -2445.343, 817.602
0.050, -10264.552, -2441.954, 817.400
0.050, -10264.773, -2438.150, 817.325
0.050, -10265.475, -2433.784, 817.295
0.050, -10266.698, -2428.741, 817.225
0.050, -10268.472, -2422.948, 817.035
0.053, -10270.984, -2415.964, 816.632
0.062, -10274.509, -2407.324, 815.895
0.051, -10278.517, -2398.393, 814.930
0.050, -10282.775, -2389.566, 813.840
0.057, -10288.137, -2379.114, 812.457
0.050, -10293.237, -2369.618, 811.219
0.050, -10298.566, -2360.006, 810.072
0.050, -10303.973, -2350.429, 809.129
0.050, -10309.301, -2341.027, 808.494
0.050, -10314.403, -2331.909, 808.255
0.050, -10319.158, -2323.129, 808.479
0.050, -10323.460, -2314.749, 809.198
0.050, -10327.261, -2306.764, 810.393
0.050, -10330.532, -2299.191, 811.985
0.050, -10333.287, -2292.025, 813.853
0.050, -10335.565, -2285.260, 815.837
0.050, -10337.434, -2278.892, 817.756
0.050, -10338.972, -2272.925, 819.416
0.050, -10340.272, -2267.370, 820.633
0.050, -10341.427, -2262.273, 821.242
0.051, -10342.561, -2257.578, 821.101
